Company Name,Verticals,Financing Stage,Region,Company Description,Company Highlights,Pitch Deck,Get Connected,Founder Name,View LinkedIn,Pitch Video (if available),View Website,State,Country,Accelerator Program
Work Onward,"Artificial intelligence and machine learning,Future of work,HRtech",Seed,United States,"WorkOnward is the social map-based hiring platform. We connect hourly talent with small businesses right in their own neighborhoods. Think Yelp, for jobs!

Our all-in-one platform departs from cookie cutter job sites with an intuitive interface. 
","'- Grew active user base by 600% in 90 days with Techstars.
- Onboarded 1200+ jobs on the platform.
- Launched in the App Store (both iOS and Android).
- Strategically added seasoned team members and partners (Significant startup & acquisition experience; NYC civic tech leader; 1-year contracted office space at Civic Hall NYC).",WOW Pitch Deck Final.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/KZOCbe6Kud9fezdRTfRtsQ/K6dIXeJxXKt7WTbyzSC1Cm2GBtB79Zg2AJpj3uSwXx7U--7KBZUoek5T9u-3Nb_oJsd4Tb1GWAazob5p8XdbUwlpcOloYgZi9CyVqs0BycXLvISNbeC5hawlP1DU_eP5uz3YrXVKA40ghv-kIPimUtfEVMDKUaE6PCqwfxpSitE/fJyJMNsszKCUZj3DmkqtEqV5Ahqc2kyMRHPdXX3H8Uw),https://brdg.app/s/s8ne82,Holly Diamond,linkedin.com/in/careerdhd,,https://www.workonward.com,New York,United States,Techstars Washington DC powered by J.P. Morgan
Airyvl,"Adtech,Artificial intelligence and machine learning,Fintech",Seed,United States,Airyvl is a fintech company that connects banks and airlines to recover missing revenue opportunities. ,"- Airyvl has an MoU with 6 airlines and a fully functional MVP.
",Airyvl Deck 011424 v1 2.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/4HbWxGZm1gJqVm8FPJgzgg/AFcIjTc1THUZe8M7FToh1Lv3pv7Nqry4DwL_u9HlFMlfQg3-xuXJUnttxRO8DWV7HQuEUevI5fLtLDP68Uuh-M86jGxTLS-Rfk9E89lUkDHyC92mNPk84-CKHWg3faN4RxPJrVRYJ-30rh_pamWOe5bpxyVLVmYh3JfCv64pPWw/RNbkH4upaeMaJ6mEkwwt7QLdUW_4GmSpKrqqmZfOUDI),https://brdg.app/s/6xk2ln,Mark Thayer,https://www.linkedin.com/in/mark-thayer-59514a107?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app,,https://airyvl.com/,Florida,United States,Techstars New Orleans powered by J.P. Morgan
Legends,"Adtech,Artificial intelligence and machine learning,Big Data",Pre-Seed,United States,"Legends AI powered platform transforms phone and photo data into actionable consumer insights to help brands personalize - improving revenue, loyalty and experience. Our zero party data tool solves siloed data, privacy regulations & death of cookies.","- Our initial focus is on travel & hospitality. We have received validation such as the Phocuswright Global Start Up of the Year 2023, PhocusWire Hot25 for 2024 and were a final nominee for Skift IDEAS Award.
- We validated our tech and 90% opt in in our own app, then built a pipeline of over 40 customers and $1.5M ARR for our B2B product in just 3 months of discussions. We have signed contracts and are in implementation with 2 customers, have 3 LOIs and are strategically selecting focus partners to move through the funnel.
- Deep engagement with large scale enterprises and C-Suite focus includes strategic discussions with Marriott Bonvoy, Virtuoso, Mews, Chase, Capital One, Viator.
- Our team combines 35+years of experience in data, finance, product, GTM, amplified by our 200+year experienced advisory board including Google, Meta, VRBO, Booking.com, Forbes Travel Guide and more.",Legends Deck January_Techstars-compressed.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/OPb8UP9ECLiEcGzpjHEvZw/usa2cCNH_TlhW5Y6v4Q5ip2s3vXeX7abBVNpURHO7HjPHOeVLmtdoRRSwRcAgOz0uQKnUH7vfYydnEZz_dr_v6EWGZKLXlVe7nJA9HNOdAcfJj4LFe7-rbdTdE8scKGDjI23npveb3rV5iFDGO9_3-k2kOv_RmhMIDU_CaZLjymhKp6BehaAIw0LNn29fdNF/KJ1uRufAX9Ettwek5nRpr4nvxjKG-MaK2TBpbT21p3M),https://brdg.app/s/my80nl,Stephanie Daniel,https://www.linkedin.com/in/stephanie-daniel-b32a8619/,https://fast.wistia.com/embed/medias/r2xu13ev8j,https://www.livemylegend.com/,New York,United States,Techstars Austin Accelerator
Chi AI,Artificial intelligence and machine learning,Pre-Seed,United States,AI user clones for software testing,"- 3 Pilots signed with an additional 4 pilots in legal review.
- AI native scalable Tech IP.",Chi Deck.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/CCq5K-_lAVDbxV0DzE_BFg/Kik6XqgiEUtL8wVUFxsLNdB-3GCQd612tR-sv_sB_EPgOYFNNWOR5Q9bPBgcJccaF8wpAIbbqlXkOA0sRgaUPNhI7xPXMcknDMitaC7V4fO-dHab7Hm4W6UkhvnUBnsm0mAmrlXyvNlvTCZVUxeqnw/RFs8FyUA1WGQwPI5XSedpDr9HI1J89upSRFQ3-QyfEk),https://brdg.app/s/04jcgf,Arjun Menon GOT IT,https://www.linkedin.com/in/arjunmenonk/,https://fast.wistia.com/embed/medias/wqo1i25rgr,https://thechi.app/,Washington,United States,Techstars Seattle Accelerator
Rewire Health,"Foodtech,Healthtech,Lifestyles of Health and Sustainability and wellness",Pre-Seed,United States,"Rewire Health's B2B food-as-medicine platform that helps healthcare providers and organizations deliver personalized, efficient, and equitable nutrition guidance to their patients, saving time and improving health. ","- Launched platform in 2023 and generated over 100k in revenue. 
- Work with renowned organizations like Boston Medical Center and Penn State Health.
- 50 new providers on the platform in the last 1.5 months.
- Launching this month a provider dashboard enabling providers to self-onboard.",Rewire Health Short Deck (1).pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/BZws2DrWgXsypFJrfprVpw/C5fKsPbe2a-FwcEn7MqThjY2L6mA1b2bENLPEwTIdoBnp-zEjBDsWd1D69jRs28mPxFckDwarsDzxZJLv91n7NSJgI2XT7wBKXYFEESqIVKwl7dM2GDMDvBkCmK0eJaJKSlMZUA4gvISR09NsSamto8FgaNXC8ofwkvsYPOrj1s/L1jPP9EX4NrRNozlgG9zr3niVn6j3kqLLHP2-osGAuI),https://brdg.app/s/0zbwvs,Eva Weinstein,https://www.linkedin.com/in/eva-weinstein-88942a101/,,https://www.rewire-health.com/,Massachusetts,United States,Techstars Boston Accelerator
Canopey,"Climate tech,Lifestyles of Health and Sustainability and wellness,Mobile commerce",Pre-Seed,United Kingdom,"Canopey is the only marketplace to completely streamline ethical consumerism where green claims are truly verified and you can track your impact as you shop. Canopey launched in October, has a community of 25,000+, and is growing ~50% MoM.","- Community of over 25,000 with a 10x higher engagement rate than nearest competitors
- More than doubled AOV from ~£15 to ~£45 over the last 4 months
- Doubled retention of customers from ~15% to ~30% over the last 4 months
- Revenue-generating and growing on average ~50% MoM",Canopey - Investment Deck.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/I95u0Og_Fmw1PXq6wdXOFA/3h4-yapv-wdxh_AaZLvEasH5xsPuapA4g5ekiLwwXgr2DN6woMOW-GSJrtVO139Cyinm6Z_-QtCItYTO_XUdaCLCSBLNjXmhjiqA6f7YjzdrBEr300aMgWG_1hyPTmCYHNdGAJQ7rjga1vCNm3XUAzw4McAIJr9e95CVFVdQwpk/3uf4TtVISJYkGeoajumgz6G64TdXcqBjrkznwW7MfQg),https://brdg.app/s/v93l1l,Thomas Panton,https://www.linkedin.com/in/thomaspanton/,https://fast.wistia.com/embed/medias/iw6lhkamo9,https://canopey.com/,,United Kingdom,Techstars Sustainability Paris Accelerator
College Contact,"Edtech,Impact investing",Seed,United States,"College Contact is an edtech platform that centralizes near-peer postsecondary advising. College Contact has assisted 2,500 students, hosts 100+ undergraduate mentors, and has reached 16M viewers on social media. ","- Secured a pilot with TUSD.
- Showed an average of 1,081% revenue growth when comparing monthly revenue 2022-2023.
- Assisted 2,500 D2C students with 86% landing a spot at their #1 school.
- Grew a network of 100+ undergraduate mentors representing 60+ universities.",College Contact Intro Deck (1).pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/7TAw-GekfUTXGQ0SD4umLg/QOyrQvEkdQYO6fI1aN1nqpyim4ZTZFhgSswC9bqVDoOC_hH74mdrJeAT3ALlYnBBo_w13u76bYZZUH2onTydoB5qYRIpQ5oVua6rJ50JMf5823Dv82isYyNaQrCa5Fu4Ad9D6Rp5derENrBXwuVTgU9SjkT08_ZDhbAaDpq7Mjc/ZmJGqYjGDUlRJzhKg18SWE8qpfQGLRsAmmsLe33LkW8),https://brdg.app/s/wb80ik,Sophie Smith,https://www.linkedin.com/in/sophie-smith273/,https://fast.wistia.com/embed/medias/hhgq7yal6q,https://www.yourcollegecontact.com/,Texas,United States,Techstars Austin Accelerator
VisualLabs AI,"Artificial intelligence and machine learning,""Technology, media and telecommunications""",Pre-Seed,United States,VisualLabs AI turns audio content into video with 1 click.,"'- 5 partners (Paid & LOIs) committed supporting 280k artists in the past 4 months. Several larger partners in the pipeline.
- Artists have paid $100+ for videos that cost <$2 to create.
- Angels & advisors from Spotify, Pandora, and Warner Music.",VisualLabs AI Deck (no vid).pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/fWVgl-bE1mZOUzOulCfwZg/iBf2fEHbqBJmtxQ-2yrUBR6FPrlAj5lbBiVn1GNFTgxrRx2S4eCaXpp2cl_W_rpY9bsbU58M1ip8MxZlHcqVstMlVPKiIzhK70xxFX3sSUe7aUwVYusrb3uuLxuh-u1Yd-UfcONwwhWOe1ak_GoJJWfAhdaQHPh4krALiJrSQC4/zntjQzjQJPvMs2WPgjmYOyqv906GpgwYpYhMm6yU5VE),https://brdg.app/s/epkrr5,Eric Yan,https://www.linkedin.com/in/ericyan-/,https://fast.wistia.com/embed/medias/bb1gkdb7u2,https://visuallabs.ai/,California,United States,Techstars Chicago Accelerator
Comma,"Digital health,Femtech,Life sciences",Seed,United States,"Comma is an integrated period care company bringing security, sustainability, & science to menstruation. We harness the power of periods through cycle tracking, period products, & send-back diagnostic services, revolutionizing women's health.","'- Front and back-end development of Sara, our HIPAA-compliant period tracking technology.
- Successful commercialization trials of our patent-pending bioapplicator with leading co-manufacturer.
- Established relationship with third-party diagnostic lab partner for send-back R+D.
- Built out our regulatory and science team, including retention of a fractional CFO and regulatory advisor (former head of Women's Health at FDA).",Comma_TechstarsInvestorReview_Jan2024.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/kqCyeJeQKweYY-wyY8WakA/kr9eNVlAy_zTNcZh8hbGlofcmGqwWuO8d0qBkYVvKZpsRUHxuzXbp9LMXk-962ZtSPCYFOvCryJ3vrcuB55idk1lYS0kdK2UFJk4DQK0ydcLNF559FTkGjvQ7O_3ggFTWFqAUOtPq-5-75IuvqC1ZsxrjH9DLsQLAIjBy2flofHJTNJtDvM63XZYzaWKVZxr/ot_OAXqQtffHtThKQwThNwBUaO-Qt6Cvg4h4ZK6bSMQ),https://brdg.app/s/mo3qql,Miller Morris,https://www.linkedin.com/in/miller-morris/,https://fast.wistia.com/embed/medias/2qkh661i4v,https://yourcomma.com,Tennessee,United States,Techstars Physical Health Fort Worth
"Mili Llama, Inc.",Edtech,Pre-Seed,United States,"Mili Llama aims to end the substitute teacher shortage by connecting college students with K-12 schools, bridging the substitute teacher gap. ","- v1 of the iOS app launched in November 2023.
- Secured verbal commitments for eight paid pilots with South Bend, Indiana schools.
- elected as a semi-finalist for the SXSW EDU Launch Competition in January 2024.","""Mili Llama, Inc. - Techstars Reveal.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/DZYsShNEY_G1DmFWb4kqVQ/wc1dfgrBcw230SpBuRuUc4AG8tHIA6pWBbYreNbxtQZThyowrXMcRgqKni3Go1B4EZTMVwo3AxB7S5HsPcsZagmd6NDYFwRmOiEvu8Ui-PzM-xf3qxi2w6eqGhwQBDI7lTwhX0CcUhU-VUbISCGs5ioWP6_sXNr0RGS7ZU81bic/tG3O7VnMnT2VomnChz5eHT8QpNTWI4gZBbqzTY46izk)""",https://brdg.app/s/cs93eg,Donavan Bennett,https://www.linkedin.com/in/donavan-bennett-03239759/,,https://www.milillama.com/,Indiana,United States,Techstars Washington DC powered by J.P. Morgan
Cyphr,"Audiotech,Mobile,""Technology, media and telecommunications""",Pre-Seed,Latin America,"Cyphr is an app that takes musicians from concept to profit in a single platform. Its user-friendly interface & powerful features are revolutionizing the way musicians create & collaborate. Cyphr’s scaling rapidly in 45+ countries with 10,000+ users.","- 10,000+ active users.
- 1000+ songs created.
- 45+ active countries.
- 35 min. average engagement.",CyphrPitchDeck.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/1v8ZLYF00fOeIhLgK9VPgQ/msS5Lao_SuIzGWlSM6dY0MtzJJE4exvn4wZ7FmAgxl5glgduA13WY89z-VBZmuzFJtUQOAKx1kbOiaBu1hFAiEhQV48oXo47v6KIwP-8afQP6_yrCTnHS9X45j-f5ZCf6qku72UK7Zke3wUkvuEY7w/Bu2xozAJrjGjPP8fU5w0mfHPqc1xA0jzkpf2UHMhLWE),https://brdg.app/s/y2muly,Dylan Brennan,https://www.linkedin.com/in/dylan-brennan-68916324b,,https://apps.apple.com/us/app/cyphr/id1090995226,,Jamaica,Techstars New Orleans powered by J.P. Morgan
Little Place Labs,"Artificial intelligence and machine learning,Climate tech,Space tech",Seed,United States,"Little Place Labs delivers critical space and earth observation analytics in under 7 minutes, instead of hours or days, to commercial and national security users, achieved by running our advanced machine learning solutions directly in space.","'- Completed in-orbit technical demonstration by deploying and running our software application on a satellite in early 2023.
- Phase 1 Contract with US Air Force completed in 2023, application in progress for transitional contract of up to $1.8M total contract value. 
- Pilot projects include the detection of illegal fishing activities around the coast of Thailand and in-orbit cloud detection. At least 5 additional active Letters of Intent and partnership discussions are in place.
- Winner of Gravity Challenge in 2022 (global space tech challenge by Deloitte/ AWS), finalists in ESA's Orbital AI Challenge, Defense Innovation Unit's Maritime ISR Challenge. Part of industry-leading programs including Techstars, AWS Space Accelerator, National Security Innovation Network (DoD), and Catalyst Campus. ",Little Place Labs - Company intro Jan 2024 (TSS).pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/NR4CdG9POkKACZm7ohkzQQ/766zNiFv0QQBN29xfg1HKO4W_p_mCgssmcLy7Xe9ZKLisp3CI-mnu8P0HjWyZZoP-G7WlQQ927dpZRTtlvdDTe6EalyedgwqLE5GevjVKlDSfKbZ-NLB5wjmiYwyXYtJJuSFiBpQwmkGec_0jihySVmf9PD3KbKikf3Ozz7-u2mzk7hWfKk7t04wfvNXn9Ho/zHkbWL8lmDg4p9qRAc3uE4a7033EOCWU_e6dErCpoUI),https://brdg.app/s/os1a0r,Bosco Lai,https://www.linkedin.com/in/laibosco/,https://fast.wistia.com/embed/medias/1fea6uk6rz,www.littleplace.com,Texas,United States,Techstars Space Accelerator
"TuneHatch, Inc.","Artificial intelligence and machine learning,Big Data,""Technology, media and telecommunications""",Pre-Seed,United States,"TuneHatch is an online platform that helps music venues book, promote, and ticket more profitable shows through streamlined workflows and predictive analytics. We currently serve 15 venues, 1,000+ artists, and have processed over $250,000 in sales.","- In September 2023, The Mockingbird Theater in Franklin, TN switched from Eventbrite to TuneHatch.
- The Bowery Vault in Nashville, TN started doing ticketed shows in January 2024 and was the first TuneHatch venue to ticket a sold out show through our website.
- We've recently been receiving solicitations from drink brands and local promoters for sponsorship opportunities.
- We are currently expanding beyond Nashville/Franklin, with our sales team going to Austin, TX in late January to onboard new venues.",TuneHatch 1.19.24.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/EB0f2vLJnsWpKRn_mu_nEQ/q0dDJDzDxhGM5ljS3gik2dNXks_vKWvcyga2nVQLiaFC2ysBMHFRDTZLrkGLqRPEYjgGMyvmXfuMEaeVz9DtORWalYpANWP2Y_v9lN4mQK1g2cbrmtCck1GhEiLCG49fOdRdbzi5Qv96NuohIijdIA/UCacmqVikVA7b8hkexvQzgvcKEMmwiMcr8MANKoRkgo),https://brdg.app/s/no9m0l,Christal Hector,https://www.linkedin.com/in/christalhector/,https://fast.wistia.com/embed/medias/eb970672dd,https://tunehatch.com/,Tennessee,United States,Techstars Chicago Accelerator
Chambr,"Artificial intelligence and machine learning,Future of work",Pre-Seed,United States,"Chambr is an AI B2B SaaS that helps sales teams close more deals through game based simulations. We are serial founders, built 2 other companies together since 2015.","- Secured a partnership with Microsoft to integrate with their ecosystem. Every company using Microsoft Teams can access Chambr with just one click.
- Pipeline includes: Google, MongoDB, Stripe, T Mobile, PepsiCo, Deel.
- 4/5 prospect demos convert to a 2nd meeting.
- One of our angels is a former VP at Salesforce.",Chambr Pitch Deck (Jan '24).pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/eCxf8LXTUN51-b-77ndwQw/mBFpwbX-YSgQP7MFjxXKoyuwuie5JiMbLy8qmVBvtTChKdomNvJ8QYUcf-xkhaBGy72z6QkzAVeG1VfKPDnS5bgEsaU2wiSf2FfjLmSEiieKABAhMf7DvF1cmdMizWO8FgLq6DaHer84MvzlyNjjezBhcWzPAnqreb0vaJy7_VI/rwgcNTcGZ5odrcVY4vegWBKW-x0PzvX5pilCa5jqA2Q),https://brdg.app/s/o0df36,Alex Poe,https://www.linkedin.com/in/alex-poe-79a049a1/,,https://www.chambr.us,California,United States,Techstars Oakland powered by J.P. Morgan
Propio,"Artificial intelligence and machine learning,Fintech,Restaurant tech",Pre-Seed,United States,"Propio makes business accounting as easy as texting a friend. With the power of AI, our platform handles bookkeeping, invoicing, payroll, tax filing, and other services via messaging apps like WhatsApp. We are starting with Latino SMBs in the US.","- Launching MVP in only a few weeks and already have 15 small business owners ready to handover their accounting to us and provide valuable feedback. 
- Adding more small businesses in the coming weeks.",Propio Techstars Demo.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/VS16URVV41M-Nm52ut1Gkg/GPvFClHh_xnFYc7NqkJAj3xM3zjkvbMdtt0mK8bZhTuRVu8zvrdaJgz_aqtSrvZfOZMb8CsiykjTAWzjIS98WFyizQBZ9gW1W_g2V49EDHg08wpUs-D5hYyPjOnnetJt8WiqC4k7IqCTm_vQHiTPGT9aJ4FeA_1wdg2_GTA_eTY/HycjryYsVm4M9SM02I2j8_W5oUV_z-yKbNW-QIxO2sM),https://brdg.app/s/u3p2yg,Rodrigo Carriedo ,https://www.linkedin.com/in/rodrigocarriedo/,https://fast.wistia.com/embed/medias/43yudu5zpz,www.joinpropio.com,Washington,United States,Techstars Seattle Accelerator
Guideli,"Artificial intelligence and machine learning,B2B payments,Legal tech",Pre-Seed,United States,"Guideli is an AI powered solution that simplifies the visa application process by generating a first draft of the visa petition, allows real-time tracking of the application status and provides vital information to navigate the new country.","- $32,000 generated from proof of concept customers.
- Exclusive partnership with incubator creating $400K+ in ARR pipeline.
- Partnership with Harvard and Yale Affinity clubs granting us access to over 8,000 immigrant students.
- 1,504 waitlist signups organically through word of mouth.","""Pitch Deck - [January 19, 2024].pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/C2BrStonEX-BSAwu4tIRng/ip_VgZ9t9Tn2VPMYM2b_b58iQboFt2BCBCDe9R485lQLRlHgBIifdRYukIrRF2_clg_1onhpCwdzcHFIcUq-p59H_FJFhreucDZpq8dPA9Y0dWcALm2zLv8VPWcOQswNcWNXOZoncVl_KiGsZeMZS-Rg_fXRwShPVua29g5l2Fo/4nR_6wdx1Cj3zIchNC43sep4EnH_lz6KcwD4lslf5KE)""",https://brdg.app/s/0hunqv,Daniel Jayeoba,https://www.linkedin.com/in/daniel-jayeoba/,,https://www.guideli.com/,New York,United States,Techstars Detroit powered by J.P. Morgan
"Astros Platforms, Inc","Artificial intelligence and machine learning,Gaming,Mobile commerce",Pre-Seed,United States,"Astros is a Developer Platform that gives game developers a no-code solution to deploy AI-powered storefronts directly into their games. We are the Shopify for in-game items.

Studios no longer need a developer to run hyper-optimized digital sales.","'- In the last 4 months, we've built the Astros Platform (end-to-end, no-code, store building, and deployment) and built a stellar engineering team around it.
- We started a closed pilot program (5 pilots) in the last 3 months, with 2 signed partners and 3 in the pipeline.
- We're integrated with our first pilot studio. A beautiful game with millions of downloads and a 4.8-star rating in the app store.
- We've signed a channel partnership with a leading gaming consulting firm to acquire customers very quickly once when we exit the pilot phase in March 2024. We're working on 2 more partnerships with some of the best-known consulting firms in the world.",Astros-Pitch.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/J7zZB0avP7aO74xCCaAT9Q/8wQtQxmtNHRaGsLcBqUqeDLnaQ3i5aetnYa30GfxHyNesKgQrGcCldPvlBknU7JEb33-wKNCBGGtVpKgAsWH5bzdlhJt0r80jU7UoH_QwUUAuVlIE_6QmeFdHVM5LK71dxaBxQEVpQ0SgAkKJOQM6A/oTaBuTRFipGTNE56Xm4wFJ_AUIKpZfU3stuF0VMeScs),https://brdg.app/s/lf2fud,Zsika Phillip,https://www.linkedin.com/in/zsika/,https://fast.wistia.com/embed/medias/66xjig01u8,https://www.astros.ai,California,United States,Techstars Seattle Accelerator
xPub,"Artificial intelligence and machine learning,Future of work,""Technology, media and telecommunications""",Pre-Seed,United States,xPub helps publishers accelerate content research and generation in their editorial styles using enterprise LLMs and custom workflows - models trained exclusively on publishers own archives. We are working with 140+ organizations in private beta.,"'- We demoed our product to 208 organizations, 147 of which enrolled into our private beta, including Financial Times and Associated Press. 12 organizations received access to our tool so far, 5 of which started enterprise pilots with xPub. Our sales pipeline for the next two years is already secured.
- Our enterprise consumers include some of the largest organizations such as the UN (United Nations Environmental Programme).
- One of our internal products (ComicPub) which was entirely built as a fun pet project during holidays to make our internal conversations more fun has unintentionally caught rapid market attention.
- We are also backed by Cornell University and NYC Media Lab that gave us access to almost all major and local publishers in the country.",xPub.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/tqv978QugOuoFzHDqVYnLg/33kxCoFWlL75XxlD--w6PZW3ciEEBRtpdU2WfuhVBv9ZYVCQbYARZLjyzPrupe0pxVW96nZUFSWrjaLhWQBB0dG2IlISqTOkAwkn3XXkthlfqM6Cf8qNXwUSyiXONDEbbBUqBmQlXZah2dpv3QhYOA/_10GcCUECZTa5eMf53RxvPrvN5ipErgb2aatHtpARNA),https://brdg.app/s/fb28uz,Kalyan Gautham,https://www.linkedin.com/in/kalyangautham,https://fast.wistia.com/embed/medias/dcqau399wu,https://xpub.ai/,New York,United States,Techstars Chicago powered by J.P. Morgan
Overture Games,"Edtech,Gaming",Pre-Seed,United States,"We are when Duolingo meets GuitarHero. 

We are currently building our first game Intervallic, an audio-responsive video game that gives live feedback to music students who struggle with the boredom and frustration of practicing.","'- Acquired 500 total users and 35 paying customers organically
- Increased user engagement (i.e. play time per session) 4 times","""Overture Investor Deck, Jan_2024.pptx.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/2nh20WIIaA__i1oW68JYuA/zetKP4kscGGdN1-hnf6S1fSAtkasHzJfmng_rqum8CPkUaB92fOVgsRipPLCbmHerS6gTUYRXZHajFHqJo9QabdMdHhdMY1vR_GxUl4eFjjlEW_gVUjR3c_Rei-MVDQfXw_9wKC3FZ82ZG7zdNV06Y7xYvyAjqH-cw-W1r-dhdc8crRD6uODd3XsoJqEcNvC/f3P4hg_nsqGPdjO-rHAvweSARPp8B07l_UR5rpBlqAs)""",https://brdg.app/s/g5rwh7,Aspen Buckingham,https://www.linkedin.com/in/aspen-buckingham/,https://fast.wistia.com/embed/medias/0w7lj6e2ww,www.overture.games,Illinois,United States,Techstars Chicago Accelerator
Chuqlab,"Artificial intelligence and machine learning,Impact investing,Legal tech",Seed,United States,"Chuqlab specializes in AI-driven audio/video evidence analysis for law enforcement, enhancing criminal investigations with rapid data processing, transcribing, and key evidence identification, significantly reducing manual work and investigation time","- Launched CrimeMiner to the market and have closed the first 2 customers that have completed their trial period. 
- Pipeline has grown to $2.6 million since Techstars, including beginning a pilot with DHS. 
- Also one of 7 companies in the finals of the NBA All-Star Pitch competition that will happen during the NBA All-star weekend, with an opportunity to $150K in non-dilutive funding for the top 3 companies.",Chuqlab NBA Deck.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/akqHAxoXorErQjzgpNlvQg/cd7TigzUc4z_fVYBIT8N4zEoLzDoI5xrPNC5V3vMPGMHJyMajZgtKbn8VaHCFZVbyj1i3XXkp22RnruEv0zwn1QdFboy1j1P07zjJXFeRan-j7YN2rJIVoTMfYJXwJG6IfYTNj2yg-Low4bAFKezMQ/VsB9w0Xa6zkTj8hjyy6s1mPTezdAm3aR3GcbJ8jC1Qs),https://brdg.app/s/bfam7k,Cornelius George,https://www.linkedin.com/in/corneliusmgeorge/,,https://www.chuqlab.com,Indiana,United States,Techstars Washington DC powered by J.P. Morgan
GolferX,"Artificial intelligence and machine learning,Mobile commerce,Sports Tech",Pre-Seed,United States,"GolferX is an omnichannel sales platform for high value retailers to provide
personalized recommendations to consumers via in-store kiosk and online widget.
","- Pivoted on November 15th to include our technology in-store via kiosk, signed first customer one month later on December 15th
- 125k contract for 1 store rollout of kiosk technology. Contract includes additional terms that requires customer to rollout across all 6 national stores and e-commerce site in Q2 2024.",GolferX Deck - Q1 '24 (1).pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/g0Z-MjDSCpYxHgPGIMykzw/GvS0_arQg-EAyTJzbqLKF6DBZXD_pkH-nulqbVVSVbxrYRhd9rCNAqlePu6u6wOU6NZpuYhR1hTA8BHEa4cdyopN5WH7SUAeP1J7pYdJwHytxRyU9X_KSBiqG2HJzBHks_Fg7iU8UH84S-EDx4LYcl2VnnaUSmWsamVjX8qcqrQ/zJATXRkIOneKQ0OMBVgFljlWVE62jkleJAOhuhQj5Jk),https://brdg.app/s/r84agt,Andrew Ajax,https://www.linkedin.com/in/andrew-ajax-87560912/,,www.golferx.io,California,United States,Techstars Future of Ecommerce powered by eBay
AdsGency AI,"Adtech,Artificial intelligence and machine learning,Marketing tech",Pre-Seed,United States,AdsGency AI offers an AI copilot for B2C digital advertising. AdsGency AI has over 35k users with over 300k engagements occurred in platform and $250k in revenue. ,"- 35,000 Platform Users
- $250,000 in revenue and bookings
- Proprietary AI infrastructure and models
- Supported by Nvidia Inception, Google and AWS",AdsGency AI (32).pdf.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/HGGGFYP8xh3Ye46aQ9Pt3w/k6i8awVUo-g7hZ8DKgPBo6e_5mlrpPJl7GbuUZaCguDjaspBLzyVrnfmeuB2mazukktdGh93KD2lEYdxaL89sZwBAgpqnV_XS3IVLGjq3as3uapMw5ypow7zRCHXN_cy36dtzMJQc9_grGDUQzbhXg/6IMa21407JfQAjjdqHBVAYZ-KQ7dXgWg5pWkGNy4AoE),https://brdg.app/s/n8qqnc,Xinran Liu,https://www.linkedin.com/in/bolbi-l-6aa0b4ab/,https://fast.wistia.com/embed/medias/qz9wtrh2zf,https://adsgency.ai,California,United States,Techstars Seattle Accelerator
